Timestamp for sample frequency every 1 min min,Temperature_Fahrenheit,Relative_Humidity
2026-02-02 11:57:00,27.68,58.9
2026-02-02 11:58:00,27.68,58.9
2026-02-02 11:59:00,27.68,58.9
2026-02-02 12:00:00,27.68,58.9
2026-02-02 12:01:00,27.68,58.9
2026-02-02 12:02:00,27.68,58.9
2026-02-02 12:03:00,27.68,59
2026-02-02 12:04:00,27.68,58.9
2026-02-02 12:05:00,27.68,58.9
2026-02-02 12:06:00,27.68,59
2026-02-02 12:07:00,27.68,59
2026-02-02 12:08:00,27.68,58.9
2026-02-02 12:09:00,27.68,59
2026-02-02 12:10:00,27.68,59.1
2026-02-02 12:11:00,27.68,59.1
2026-02-02 12:12:00,27.68,59.1
2026-02-02 12:13:00,27.68,59.1
2026-02-02 12:14:00,27.68,59.2
2026-02-02 12:15:00,27.68,59.1
2026-02-02 12:16:00,27.86,59.1
2026-02-02 12:17:00,27.86,59
2026-02-02 12:18:00,27.86,59.1
2026-02-02 12:19:00,27.86,59.1
2026-02-02 12:20:00,27.86,59.1
2026-02-02 12:21:00,27.86,59.1
2026-02-02 12:22:00,27.86,59.2
2026-02-02 12:23:00,27.86,59.2
2026-02-02 12:24:00,27.86,59.2
2026-02-02 12:25:00,27.86,59.2
2026-02-02 12:26:00,27.86,59.3
2026-02-02 12:27:00,27.86,59.3
2026-02-02 12:28:00,27.86,59.3
2026-02-02 12:29:00,27.86,59.3
2026-02-02 12:30:00,27.86,59.3
2026-02-02 12:31:00,27.86,59.3
2026-02-02 12:32:00,27.86,59.3
2026-02-02 12:33:00,27.86,59.3
2026-02-02 12:34:00,28.04,59.3
2026-02-02 12:35:00,28.04,59.3
2026-02-02 12:36:00,28.04,59.3
2026-02-02 12:37:00,28.04,59.4
2026-02-02 12:38:00,28.04,59.3
2026-02-02 12:39:00,28.04,59.4
2026-02-02 12:40:00,28.04,59.3
2026-02-02 12:41:00,28.04,59.3
2026-02-02 12:42:00,28.04,59.4
2026-02-02 12:43:00,28.04,59.4
2026-02-02 12:44:00,28.04,59.4
2026-02-02 12:45:00,28.04,59.4
2026-02-02 12:46:00,28.04,59.5
2026-02-02 12:47:00,28.04,59.5
2026-02-02 12:48:00,28.04,59.5
2026-02-02 12:49:00,28.04,59.5
2026-02-02 12:50:00,28.04,59.5
2026-02-02 12:51:00,28.04,59.5
2026-02-02 12:52:00,28.04,59.5
2026-02-02 12:53:00,28.04,59.5
2026-02-02 12:54:00,28.04,59.6
2026-02-02 12:55:00,28.04,59.6
2026-02-02 12:56:00,28.04,59.6
2026-02-02 12:57:00,28.04,59.6
2026-02-02 12:58:00,28.22,59.6
2026-02-02 12:59:00,28.22,59.6
2026-02-02 13:00:00,28.22,59.6
2026-02-02 13:01:00,28.22,59.6
2026-02-02 13:02:00,28.22,59.6
2026-02-02 13:03:00,28.22,59.7
2026-02-02 13:04:00,28.22,59.7
2026-02-02 13:05:00,28.22,59.7
2026-02-02 13:06:00,28.22,59.7
2026-02-02 13:07:00,28.22,59.7
2026-02-02 13:08:00,28.22,59.7
2026-02-02 13:09:00,28.22,59.7
2026-02-02 13:10:00,28.22,59.7
2026-02-02 13:11:00,28.22,59.7
2026-02-02 13:12:00,28.22,59.7
2026-02-02 13:13:00,28.4,59.8
2026-02-02 13:14:00,28.4,59.7
2026-02-02 13:15:00,28.4,59.8
2026-02-02 13:16:00,28.4,59.8
2026-02-02 13:17:00,28.4,59.8
2026-02-02 13:18:00,28.4,59.8
2026-02-02 13:19:00,28.4,59.8
2026-02-02 13:20:00,28.4,59.8
2026-02-02 13:21:00,28.4,59.8
2026-02-02 13:22:00,28.4,59.8
2026-02-02 13:23:00,28.4,59.8
2026-02-02 13:24:00,28.4,59.9
2026-02-02 13:25:00,28.4,59.9
2026-02-02 13:26:00,28.4,59.9
2026-02-02 13:27:00,28.4,59.8
2026-02-02 13:28:00,28.4,59.9
2026-02-02 13:29:00,28.58,59.9
2026-02-02 13:30:00,28.58,59.9
2026-02-02 13:31:00,28.58,59.9
2026-02-02 13:32:00,28.58,59.9
2026-02-02 13:33:00,28.58,59.9
2026-02-02 13:34:00,28.58,59.9
2026-02-02 13:35:00,28.58,59.9
2026-02-02 13:36:00,28.58,60
2026-02-02 13:37:00,28.58,59.9
2026-02-02 13:38:00,28.58,59.9
2026-02-02 13:39:00,28.58,60
2026-02-02 13:40:00,28.58,60
2026-02-02 13:41:00,28.58,60
2026-02-02 13:42:00,28.58,60
2026-02-02 13:43:00,28.58,60
2026-02-02 13:44:00,28.58,60
2026-02-02 13:45:00,28.58,60
2026-02-02 13:46:00,28.58,60
2026-02-02 13:47:00,28.58,60
2026-02-02 13:48:00,28.58,60
2026-02-02 13:49:00,28.76,60
2026-02-02 13:50:00,28.76,60
2026-02-02 13:51:00,28.76,60
2026-02-02 13:52:00,28.76,60
2026-02-02 13:53:00,28.76,60
2026-02-02 13:54:00,28.76,60
2026-02-02 13:55:00,28.76,60.1
2026-02-02 13:56:00,28.76,60
2026-02-02 13:57:00,28.76,60
2026-02-02 13:58:00,28.76,60
2026-02-02 13:59:00,28.76,60.1
2026-02-02 14:00:00,28.76,60.1
2026-02-02 14:01:00,28.76,60
2026-02-02 14:02:00,28.76,60
2026-02-02 14:03:00,28.76,60.1
2026-02-02 14:04:00,28.76,60
2026-02-02 14:05:00,28.76,60.1
2026-02-02 14:06:00,28.76,60
2026-02-02 14:07:00,28.94,60.1
2026-02-02 14:08:00,28.94,60.1
2026-02-02 14:09:00,28.94,60.1
2026-02-02 14:10:00,28.94,60.1
2026-02-02 14:11:00,28.94,60.1
2026-02-02 14:12:00,28.94,60.1
2026-02-02 14:13:00,28.94,60.1
2026-02-02 14:14:00,28.94,60.1
2026-02-02 14:15:00,28.94,60.1
2026-02-02 14:16:00,28.94,60.1
2026-02-02 14:17:00,28.94,60.1
2026-02-02 14:18:00,28.94,60.1
2026-02-02 14:19:00,28.94,60.1
2026-02-02 14:20:00,28.94,60.2
2026-02-02 14:21:00,28.94,60.1
2026-02-02 14:22:00,28.94,60.1
2026-02-02 14:23:00,28.94,60.1
2026-02-02 14:24:00,28.94,60.1
2026-02-02 14:25:00,28.94,60.1
2026-02-02 14:26:00,28.94,60.1
2026-02-02 14:27:00,28.94,60.1
2026-02-02 14:28:00,28.94,60.1
2026-02-02 14:29:00,28.94,60.1
2026-02-02 14:30:00,28.94,60.1
2026-02-02 14:31:00,28.94,60.1
2026-02-02 14:32:00,28.94,60.2
2026-02-02 14:33:00,29.12,60.1
2026-02-02 14:34:00,28.94,60.1
2026-02-02 14:35:00,28.94,60.1
2026-02-02 14:36:00,29.12,60.1
2026-02-02 14:37:00,28.94,60.2
2026-02-02 14:38:00,29.12,60.1
2026-02-02 14:39:00,29.12,60.2
2026-02-02 14:40:00,29.12,60.2
2026-02-02 14:41:00,29.12,60.1
2026-02-02 14:42:00,29.12,60.1
2026-02-02 14:43:00,29.12,60.1
2026-02-02 14:44:00,29.12,60.2
2026-02-02 14:45:00,29.12,60.2
2026-02-02 14:46:00,29.12,60.1
2026-02-02 14:47:00,29.12,60.1
2026-02-02 14:48:00,29.12,60.1
2026-02-02 14:49:00,29.12,60.1
2026-02-02 14:50:00,29.12,60.2
2026-02-02 14:51:00,29.12,60.1
2026-02-02 14:52:00,29.12,60.1
2026-02-02 14:53:00,29.12,60.1
2026-02-02 14:54:00,29.12,60.2
2026-02-02 14:55:00,29.12,60.2
2026-02-02 14:56:00,29.12,60.2
2026-02-02 14:57:00,29.12,60.2
2026-02-02 14:58:00,29.3,60.2
2026-02-02 14:59:00,29.3,60.1
2026-02-02 15:00:00,29.12,60.2
2026-02-02 15:01:00,29.3,60.2
2026-02-02 15:02:00,29.3,60.2
2026-02-02 15:03:00,29.3,60.2
2026-02-02 15:04:00,29.3,60.2
2026-02-02 15:05:00,29.3,60.1
2026-02-02 15:06:00,29.3,60.2
2026-02-02 15:07:00,29.3,60.1
2026-02-02 15:08:00,29.3,60.2
2026-02-02 15:09:00,29.3,60.2
2026-02-02 15:10:00,29.3,60.2
2026-02-02 15:11:00,29.3,60.2
2026-02-02 15:12:00,29.3,60.2
2026-02-02 15:13:00,29.3,60.2
2026-02-02 15:14:00,29.3,60.3
2026-02-02 15:15:00,29.3,60.3
2026-02-02 15:16:00,29.3,60.2
2026-02-02 15:17:00,29.3,60.2
2026-02-02 15:18:00,29.3,60.2
2026-02-02 15:19:00,29.3,60.3
2026-02-02 15:20:00,29.3,60.3
2026-02-02 15:21:00,29.48,60.3
2026-02-02 15:22:00,29.48,60.2
2026-02-02 15:23:00,29.48,60.3
2026-02-02 15:24:00,29.48,60.3
2026-02-02 15:25:00,29.48,60.2
2026-02-02 15:26:00,29.48,60.2
2026-02-02 15:27:00,29.48,60.3
2026-02-02 15:28:00,29.48,60.3
2026-02-02 15:29:00,29.48,60.3
2026-02-02 15:30:00,29.48,60.2
2026-02-02 15:31:00,29.48,60.3
2026-02-02 15:32:00,29.48,60.2
2026-02-02 15:33:00,29.48,60.3
2026-02-02 15:34:00,29.48,60.3
2026-02-02 15:35:00,29.48,60.3
2026-02-02 15:36:00,29.48,60.3
2026-02-02 15:37:00,29.48,60.3
2026-02-02 15:38:00,29.48,60.3
2026-02-02 15:39:00,29.48,60.3
2026-02-02 15:40:00,29.48,60.3
2026-02-02 15:41:00,29.48,60.3
2026-02-02 15:42:00,29.48,60.3
2026-02-02 15:43:00,29.48,60.3
2026-02-02 15:44:00,29.48,60.4
2026-02-02 15:45:00,29.48,60.4
2026-02-02 15:46:00,29.48,60.4
2026-02-02 15:47:00,29.48,60.4
2026-02-02 15:48:00,29.48,60.4
2026-02-02 15:49:00,29.48,60.4
2026-02-02 15:50:00,29.48,60.4
2026-02-02 15:51:00,29.48,60.3
2026-02-02 15:52:00,29.48,60.3
2026-02-02 15:53:00,29.48,60.3
2026-02-02 15:54:00,29.66,60.3
2026-02-02 15:55:00,29.66,60.4
2026-02-02 15:56:00,29.66,60.4
2026-02-02 15:57:00,29.66,60.4
2026-02-02 15:58:00,29.66,60.4
2026-02-02 15:59:00,29.66,60.5
2026-02-02 16:00:00,29.66,60.5
2026-02-02 16:01:00,29.66,60.6
2026-02-02 16:02:00,29.66,60.4
2026-02-02 16:03:00,29.66,60.4
2026-02-02 16:04:00,29.66,60.4
2026-02-02 16:05:00,29.66,60.5
2026-02-02 16:06:00,29.66,60.5
2026-02-02 16:07:00,29.66,60.5
2026-02-02 16:08:00,29.66,60.6
2026-02-02 16:09:00,29.66,60.6
2026-02-02 16:10:00,29.66,60.5
2026-02-02 16:11:00,29.66,60.5
2026-02-02 16:12:00,29.66,60.5
2026-02-02 16:13:00,29.66,60.6
2026-02-02 16:14:00,29.66,60.5
2026-02-02 16:15:00,29.66,60.4
2026-02-02 16:16:00,29.66,60.4
2026-02-02 16:17:00,29.66,60.5
2026-02-02 16:18:00,29.84,60.5
2026-02-02 16:19:00,29.84,60.5
2026-02-02 16:20:00,29.84,60.5
2026-02-02 16:21:00,29.84,60.5
2026-02-02 16:22:00,29.84,60.5
2026-02-02 16:23:00,29.84,60.5
2026-02-02 16:24:00,29.84,60.5
2026-02-02 16:25:00,29.84,60.5
2026-02-02 16:26:00,29.84,60.5
2026-02-02 16:27:00,29.84,60.5
2026-02-02 16:28:00,29.84,60.5
2026-02-02 16:29:00,29.84,60.5
2026-02-02 16:30:00,29.84,60.5
2026-02-02 16:31:00,29.84,60.5
2026-02-02 16:32:00,29.84,60.5
2026-02-02 16:33:00,29.84,60.5
2026-02-02 16:34:00,29.84,60.6
2026-02-02 16:35:00,29.84,60.5
2026-02-02 16:36:00,29.84,60.5
2026-02-02 16:37:00,29.84,60.5
2026-02-02 16:38:00,29.84,60.5
2026-02-02 16:39:00,29.84,60.5
2026-02-02 16:40:00,29.84,60.5
2026-02-02 16:41:00,29.84,60.5
2026-02-02 16:42:00,29.84,60.5
2026-02-02 16:43:00,29.84,60.5
2026-02-02 16:44:00,29.84,60.5
2026-02-02 16:45:00,29.84,60.5
2026-02-02 16:46:00,29.84,60.6
2026-02-02 16:47:00,29.84,60.6
2026-02-02 16:48:00,29.84,60.6
2026-02-02 16:49:00,29.84,60.6
2026-02-02 16:50:00,29.84,60.6
2026-02-02 16:51:00,29.84,60.6
2026-02-02 16:52:00,29.84,60.6
2026-02-02 16:53:00,29.84,60.6
2026-02-02 16:54:00,29.84,60.6
2026-02-02 16:55:00,29.84,60.5
2026-02-02 16:56:00,29.84,60.6
2026-02-02 16:57:00,29.84,60.6
2026-02-02 16:58:00,29.84,60.6
2026-02-02 16:59:00,29.84,60.6
2026-02-02 17:00:00,29.84,60.7
2026-02-02 17:01:00,29.84,60.7
2026-02-02 17:02:00,29.84,60.7
2026-02-02 17:03:00,29.84,60.7
2026-02-02 17:04:00,29.84,60.7
2026-02-02 17:05:00,30.02,60.6
2026-02-02 17:06:00,29.84,60.6
2026-02-02 17:07:00,29.84,60.6
2026-02-02 17:08:00,30.02,60.7
2026-02-02 17:09:00,29.84,60.8
2026-02-02 17:10:00,29.84,60.8
2026-02-02 17:11:00,30.02,60.7
2026-02-02 17:12:00,30.02,60.8
2026-02-02 17:13:00,30.02,60.7
2026-02-02 17:14:00,30.02,60.7
2026-02-02 17:15:00,30.02,60.7
2026-02-02 17:16:00,30.02,60.8
2026-02-02 17:17:00,30.02,60.8
2026-02-02 17:18:00,30.02,60.7
2026-02-02 17:19:00,30.02,60.7
2026-02-02 17:20:00,30.02,60.8
2026-02-02 17:21:00,30.02,60.8
2026-02-02 17:22:00,30.02,60.8
2026-02-02 17:23:00,30.02,61.6
2026-02-02 17:24:00,32.9,64.1
2026-02-02 17:25:00,35.96,57.6
2026-02-02 17:26:00,37.76,53.8
2026-02-02 17:27:00,39.38,58.8
2026-02-02 17:28:00,42.26,55
2026-02-02 17:29:00,45.14,52.1
2026-02-02 17:30:00,47.84,49.1
2026-02-02 17:31:00,50,45.9
2026-02-02 17:32:00,51.98,43.9
2026-02-02 17:33:00,54.68,43.4
2026-02-02 17:34:00,57.74,34.2
2026-02-02 17:35:00,59.54,30.1
2026-02-02 17:36:00,60.8,28.6
2026-02-02 17:37:00,61.7,27.6
2026-02-02 17:38:00,62.6,26.7
2026-02-02 17:39:00,63.14,26
2026-02-02 17:40:00,63.68,25.6
2026-02-02 17:41:00,64.22,25.2
2026-02-02 17:42:00,64.58,24.8
2026-02-02 17:43:00,64.94,24.4
2026-02-02 17:44:00,65.3,24.1
2026-02-02 17:45:00,65.66,23.9
2026-02-02 17:46:00,65.84,23.7
2026-02-02 17:47:00,66.02,23.5
2026-02-02 17:48:00,66.38,23.2
2026-02-02 17:49:00,66.56,23.2
2026-02-02 17:50:00,66.74,23.2
2026-02-02 17:51:00,66.92,23
2026-02-02 17:52:00,67.1,22.9
2026-02-02 17:53:00,67.28,22.8
2026-02-02 17:54:00,67.64,22.9
2026-02-02 17:55:00,67.82,22.5
2026-02-02 17:56:00,67.82,22.7
2026-02-02 17:57:00,68,22.9
2026-02-02 17:58:00,68.18,22.9
2026-02-02 17:59:00,68.36,23
2026-02-02 18:00:00,68.54,23.2
2026-02-02 18:01:00,68.54,23.2
2026-02-02 18:02:00,68.72,23.1
2026-02-02 18:03:00,68.72,23
2026-02-02 18:04:00,68.9,22.9
2026-02-02 18:05:00,68.9,22.7
2026-02-02 18:06:00,69.08,22.6
2026-02-02 18:07:00,69.08,22.5
2026-02-02 18:08:00,69.26,22.5
2026-02-02 18:09:00,69.26,22.4
2026-02-02 18:10:00,69.44,22.3
2026-02-02 18:11:00,69.44,22
2026-02-02 18:12:00,69.44,21.9
2026-02-02 18:13:00,69.62,21.9
2026-02-02 18:14:00,69.62,21.8
2026-02-02 18:15:00,69.62,21.6
2026-02-02 18:16:00,69.62,21.5
2026-02-02 18:17:00,69.62,21.5
2026-02-02 18:18:00,69.62,21.5
2026-02-02 18:19:00,69.62,21.5
2026-02-02 18:20:00,69.62,21.5
2026-02-02 18:21:00,69.62,21.5
2026-02-02 18:22:00,69.62,21.5
2026-02-02 18:23:00,69.62,21.1
2026-02-02 18:24:00,69.62,21
2026-02-02 18:25:00,69.62,21.1
2026-02-02 18:26:00,69.62,21.1
2026-02-02 18:27:00,69.62,21
2026-02-02 18:28:00,69.62,21
2026-02-02 18:29:00,69.62,21
2026-02-02 18:30:00,69.62,20.9
2026-02-02 18:31:00,70.34,34
2026-02-02 18:32:00,68.36,21.9
2026-02-02 18:33:00,64.94,23.4
2026-02-02 18:34:00,61.88,25.2
2026-02-02 18:35:00,59.36,26.7
2026-02-02 18:36:00,57.02,28.3
2026-02-02 18:37:00,55.04,29.9
2026-02-02 18:38:00,53.24,31.6
2026-02-02 18:39:00,51.62,33
2026-02-02 18:40:00,50.36,34.5
2026-02-02 18:41:00,48.92,35.8
2026-02-02 18:42:00,47.84,37.2
2026-02-02 18:43:00,46.76,38.4
2026-02-02 18:44:00,45.86,39.7
2026-02-02 18:45:00,45.14,40.7
2026-02-02 18:46:00,44.24,41.8
2026-02-02 18:47:00,43.7,42.9
2026-02-02 18:48:00,43.16,43.9
2026-02-02 18:49:00,42.44,44.8
2026-02-02 18:50:00,41.9,45.7
2026-02-02 18:51:00,41.54,46.6
2026-02-02 18:52:00,41,47.2
2026-02-02 18:53:00,40.64,48.2
2026-02-02 18:54:00,40.46,48.9
2026-02-02 18:55:00,39.92,49.6
2026-02-02 18:56:00,39.74,50.5
2026-02-02 18:57:00,39.38,50.8
2026-02-02 18:58:00,39.02,51.4
2026-02-02 18:59:00,38.84,51.9
2026-02-02 19:00:00,38.66,52.4
2026-02-02 19:01:00,38.3,52.9
2026-02-02 19:02:00,38.12,53.4
2026-02-02 19:03:00,37.94,54
2026-02-02 19:04:00,37.76,54.3
2026-02-02 19:05:00,37.58,54.7
2026-02-02 19:06:00,37.4,55.1
2026-02-02 19:07:00,37.22,55.7
2026-02-02 19:08:00,37.04,55.9
2026-02-02 19:09:00,37.04,56.4
2026-02-02 19:10:00,36.86,56.6
2026-02-02 19:11:00,36.68,56.9
2026-02-02 19:12:00,36.5,57.2
2026-02-02 19:13:00,36.5,57.6
2026-02-02 19:14:00,36.32,57.9
2026-02-02 19:15:00,36.32,58.1
2026-02-02 19:16:00,36.14,58.4
2026-02-02 19:17:00,36.14,59
2026-02-02 19:18:00,36.14,58.3
2026-02-02 19:19:00,35.96,58.3
