Timestamp for sample frequency every 1 min min,Temperature_Fahrenheit,Relative_Humidity
2026-02-07 18:23:00,19.58,53.7
2026-02-07 18:24:00,19.4,53.6
2026-02-07 18:25:00,19.4,54.1
2026-02-07 18:26:00,19.22,54.3
2026-02-07 18:27:00,19.22,54.5
2026-02-07 18:28:00,19.22,54.6
2026-02-07 18:29:00,19.04,54.4
2026-02-07 18:30:00,18.86,54.3
2026-02-07 18:31:00,18.86,54.7
2026-02-07 18:32:00,18.68,55
2026-02-07 18:33:00,18.68,55.6
2026-02-07 18:34:00,18.68,55.6
2026-02-07 18:35:00,18.5,55.5
2026-02-07 18:36:00,18.32,55.8
2026-02-07 18:37:00,18.32,56.1
2026-02-07 18:38:00,18.86,59.3
2026-02-07 18:39:00,19.04,56.6
2026-02-07 18:40:00,18.86,55.5
2026-02-07 18:41:00,18.68,55.5
2026-02-07 18:42:00,18.5,56
2026-02-07 18:43:00,18.32,56.5
2026-02-07 18:44:00,18.14,56.5
2026-02-07 18:45:00,18.14,56.8
2026-02-07 18:46:00,17.96,57.1
2026-02-07 18:47:00,17.96,57.4
2026-02-07 18:48:00,17.96,57.6
2026-02-07 18:49:00,17.78,57.6
2026-02-07 18:50:00,17.78,58.1
2026-02-07 18:51:00,17.78,58.2
2026-02-07 18:52:00,17.6,58.3
2026-02-07 18:53:00,17.6,58.8
2026-02-07 18:54:00,17.6,60.2
2026-02-07 18:55:00,17.6,61
2026-02-07 18:56:00,17.6,61
2026-02-07 18:57:00,17.6,61
2026-02-07 18:58:00,17.6,61.4
2026-02-07 18:59:00,17.6,61.4
2026-02-07 19:00:00,17.6,61.4
2026-02-07 19:01:00,17.6,61.6
2026-02-07 19:02:00,17.42,61.4
2026-02-07 19:03:00,17.42,61.2
2026-02-07 19:04:00,17.42,61.4
2026-02-07 19:05:00,17.42,61.4
2026-02-07 19:06:00,17.24,61.4
2026-02-07 19:07:00,17.24,61.2
2026-02-07 19:08:00,17.24,61.3
2026-02-07 19:09:00,17.24,61.8
2026-02-07 19:10:00,17.24,61.7
2026-02-07 19:11:00,17.06,61.9
2026-02-07 19:12:00,17.06,62.1
2026-02-07 19:13:00,17.06,62.2
2026-02-07 19:14:00,17.06,62.3
2026-02-07 19:15:00,17.06,62.4
2026-02-07 19:16:00,17.06,62.6
2026-02-07 19:17:00,16.88,62.9
2026-02-07 19:18:00,16.88,62.8
2026-02-07 19:19:00,16.88,62.9
2026-02-07 19:20:00,16.88,63
2026-02-07 19:21:00,16.88,62.9
2026-02-07 19:22:00,16.7,63
2026-02-07 19:23:00,16.7,63.2
2026-02-07 19:24:00,16.7,63.4
2026-02-07 19:25:00,16.7,63.5
2026-02-07 19:26:00,16.7,63.7
2026-02-07 19:27:00,16.52,63.7
2026-02-07 19:28:00,16.52,63.6
2026-02-07 19:29:00,16.52,63.6
2026-02-07 19:30:00,16.52,63.9
2026-02-07 19:31:00,16.52,64.2
2026-02-07 19:32:00,16.52,64.4
2026-02-07 19:33:00,16.34,64.2
2026-02-07 19:34:00,16.34,64.3
2026-02-07 19:35:00,16.34,64.6
2026-02-07 19:36:00,16.34,64.7
2026-02-07 19:37:00,16.34,64.9
2026-02-07 19:38:00,16.34,64.8
2026-02-07 19:39:00,16.34,65
2026-02-07 19:40:00,16.16,64.8
2026-02-07 19:41:00,16.16,64.6
2026-02-07 19:42:00,15.98,64.9
2026-02-07 19:43:00,15.98,65.1
2026-02-07 19:44:00,15.98,65.2
2026-02-07 19:45:00,15.98,65.3
2026-02-07 19:46:00,15.98,65.5
2026-02-07 19:47:00,15.98,65.7
2026-02-07 19:48:00,15.98,65.7
2026-02-07 19:49:00,15.98,65.6
2026-02-07 19:50:00,16.16,65.7
2026-02-07 19:51:00,15.98,65.6
2026-02-07 19:52:00,16.16,65.7
2026-02-07 19:53:00,16.16,65.7
2026-02-07 19:54:00,15.98,65.8
2026-02-07 19:55:00,15.98,66
2026-02-07 19:56:00,15.98,66.1
2026-02-07 19:57:00,15.98,66.2
2026-02-07 19:58:00,15.98,66.2
2026-02-07 19:59:00,15.98,66.2
2026-02-07 20:00:00,15.98,66.3
2026-02-07 20:01:00,15.8,66.5
2026-02-07 20:02:00,15.8,66.6
2026-02-07 20:03:00,15.98,66.5
2026-02-07 20:04:00,15.8,66.6
2026-02-07 20:05:00,15.8,66.4
2026-02-07 20:06:00,15.8,66.3
2026-02-07 20:07:00,15.62,66.2
2026-02-07 20:08:00,15.62,66.1
2026-02-07 20:09:00,15.62,66.6
2026-02-07 20:10:00,15.62,67.3
2026-02-07 20:11:00,15.62,67.5
2026-02-07 20:12:00,15.44,67.5
2026-02-07 20:13:00,15.44,67.6
2026-02-07 20:14:00,15.44,67.4
2026-02-07 20:15:00,15.44,67.2
2026-02-07 20:16:00,15.44,67.2
2026-02-07 20:17:00,15.26,67.1
2026-02-07 20:18:00,15.26,67.3
2026-02-07 20:19:00,15.26,67.3
2026-02-07 20:20:00,15.26,67.6
2026-02-07 20:21:00,15.26,67.6
2026-02-07 20:22:00,15.08,67.3
2026-02-07 20:23:00,15.08,67.1
2026-02-07 20:24:00,15.08,67.5
2026-02-07 20:25:00,15.08,67.8
2026-02-07 20:26:00,15.08,68
2026-02-07 20:27:00,14.9,68.2
2026-02-07 20:28:00,14.9,68
2026-02-07 20:29:00,14.9,68
2026-02-07 20:30:00,14.9,67.9
2026-02-07 20:31:00,14.72,68.2
2026-02-07 20:32:00,14.72,68.4
2026-02-07 20:33:00,14.72,68.6
2026-02-07 20:34:00,14.72,68.5
2026-02-07 20:35:00,14.72,68.2
2026-02-07 20:36:00,14.72,68
2026-02-07 20:37:00,14.54,67.5
2026-02-07 20:38:00,14.36,68.2
2026-02-07 20:39:00,14.36,68.5
2026-02-07 20:40:00,14.36,68.5
2026-02-07 20:41:00,14.18,68.9
2026-02-07 20:42:00,14.18,69.1
2026-02-07 20:43:00,14.18,69.1
2026-02-07 20:44:00,14.18,69.4
2026-02-07 20:45:00,14.18,69.5
2026-02-07 20:46:00,14.18,69.5
2026-02-07 20:47:00,14.18,69.8
2026-02-07 20:48:00,14.18,69.7
2026-02-07 20:49:00,14.18,70
2026-02-07 20:50:00,14.18,69.8
2026-02-07 20:51:00,14,69.6
2026-02-07 20:52:00,14,69.9
2026-02-07 20:53:00,14,70
2026-02-07 20:54:00,14,70
2026-02-07 20:55:00,14,70.2
2026-02-07 20:56:00,14,70.3
2026-02-07 20:57:00,14,70.2
2026-02-07 20:58:00,13.82,70.1
2026-02-07 20:59:00,13.82,70
2026-02-07 21:00:00,13.82,70.1
2026-02-07 21:01:00,13.82,70.2
2026-02-07 21:02:00,13.64,70.1
2026-02-07 21:03:00,13.46,70
2026-02-07 21:04:00,13.46,70.2
2026-02-07 21:05:00,13.46,70.5
2026-02-07 21:06:00,13.46,70.7
2026-02-07 21:07:00,13.46,70.6
2026-02-07 21:08:00,13.46,70.3
2026-02-07 21:09:00,13.28,70.3
2026-02-07 21:10:00,13.28,70.4
2026-02-07 21:11:00,13.1,70.6
2026-02-07 21:12:00,13.1,70.7
2026-02-07 21:13:00,13.1,70.6
2026-02-07 21:14:00,12.92,70.9
2026-02-07 21:15:00,12.92,71.6
2026-02-07 21:16:00,12.92,71.6
2026-02-07 21:17:00,12.92,71.3
2026-02-07 21:18:00,12.92,71.6
2026-02-07 21:19:00,12.74,71.6
2026-02-07 21:20:00,12.74,71.8
2026-02-07 21:21:00,12.74,71.9
2026-02-07 21:22:00,12.74,72.2
2026-02-07 21:23:00,12.74,72
2026-02-07 21:24:00,12.74,71.7
2026-02-07 21:25:00,12.56,71.8
2026-02-07 21:26:00,12.56,71.9
2026-02-07 21:27:00,12.56,72.1
2026-02-07 21:28:00,12.56,72.3
2026-02-07 21:29:00,12.38,72.5
2026-02-07 21:30:00,12.38,72.6
2026-02-07 21:31:00,12.38,72.8
2026-02-07 21:32:00,12.38,72.8
2026-02-07 21:33:00,12.38,73.2
2026-02-07 21:34:00,12.38,73.3
2026-02-07 21:35:00,12.38,73.3
2026-02-07 21:36:00,12.38,73.5
2026-02-07 21:37:00,12.38,73.9
2026-02-07 21:38:00,12.38,74.1
2026-02-07 21:39:00,12.38,73.9
2026-02-07 21:40:00,12.56,73.8
2026-02-07 21:41:00,12.56,73.7
2026-02-07 21:42:00,12.56,73.9
2026-02-07 21:43:00,12.56,73.9
2026-02-07 21:44:00,12.38,73.7
2026-02-07 21:45:00,12.38,73.5
2026-02-07 21:46:00,12.38,73.3
2026-02-07 21:47:00,12.38,73.4
2026-02-07 21:48:00,12.38,73.4
2026-02-07 21:49:00,12.2,73.9
2026-02-07 21:50:00,12.2,74.3
2026-02-07 21:51:00,12.2,74.6
2026-02-07 21:52:00,12.2,74.8
2026-02-07 21:53:00,12.2,74.8
2026-02-07 21:54:00,12.2,75
2026-02-07 21:55:00,12.2,75.1
2026-02-07 21:56:00,12.2,75.2
2026-02-07 21:57:00,12.2,75.3
2026-02-07 21:58:00,12.2,75.2
2026-02-07 21:59:00,12.02,75.2
2026-02-07 22:00:00,12.2,75.2
2026-02-07 22:01:00,12.2,75.2
2026-02-07 22:02:00,12.02,74.9
2026-02-07 22:03:00,12.02,74.7
2026-02-07 22:04:00,12.02,74.6
2026-02-07 22:05:00,12.02,74.9
2026-02-07 22:06:00,11.84,75.1
2026-02-07 22:07:00,11.84,75.1
2026-02-07 22:08:00,11.84,75.2
2026-02-07 22:09:00,11.84,74.9
2026-02-07 22:10:00,11.84,74
2026-02-07 22:11:00,11.66,73.8
2026-02-07 22:12:00,11.48,74.1
2026-02-07 22:13:00,11.48,74.7
2026-02-07 22:14:00,11.48,75.2
2026-02-07 22:15:00,11.48,75.5
2026-02-07 22:16:00,11.3,75.8
2026-02-07 22:17:00,11.3,75.9
2026-02-07 22:18:00,11.3,74.7
2026-02-07 22:19:00,11.12,74.2
2026-02-07 22:20:00,10.94,74.6
2026-02-07 22:21:00,10.94,74.7
2026-02-07 22:22:00,10.94,74.5
2026-02-07 22:23:00,10.76,74.6
2026-02-07 22:24:00,10.76,74.6
2026-02-07 22:25:00,10.58,74.2
2026-02-07 22:26:00,10.58,74.1
2026-02-07 22:27:00,10.4,74.2
2026-02-07 22:28:00,10.4,74.3
2026-02-07 22:29:00,10.4,74.3
2026-02-07 22:30:00,10.22,74.6
2026-02-07 22:31:00,10.22,75.5
2026-02-07 22:32:00,10.22,75.7
2026-02-07 22:33:00,10.22,75.4
2026-02-07 22:34:00,10.22,75.3
2026-02-07 22:35:00,10.04,75.4
2026-02-07 22:36:00,10.04,75.6
2026-02-07 22:37:00,10.04,76.2
2026-02-07 22:38:00,10.04,76.1
2026-02-07 22:39:00,10.04,76.4
2026-02-07 22:40:00,10.04,76.8
2026-02-07 22:41:00,10.04,76.8
2026-02-07 22:42:00,10.04,76.8
2026-02-07 22:43:00,10.04,77.1
2026-02-07 22:44:00,10.04,77.3
2026-02-07 22:45:00,10.04,77.4
2026-02-07 22:46:00,10.04,77.5
2026-02-07 22:47:00,10.04,77.5
2026-02-07 22:48:00,10.04,77.6
2026-02-07 22:49:00,10.04,77.6
2026-02-07 22:50:00,9.86,77.2
2026-02-07 22:51:00,9.86,76.3
2026-02-07 22:52:00,9.68,76
2026-02-07 22:53:00,9.68,76.1
2026-02-07 22:54:00,9.5,76.7
2026-02-07 22:55:00,9.5,77
2026-02-07 22:56:00,9.5,77.5
2026-02-07 22:57:00,9.5,77.7
2026-02-07 22:58:00,9.5,77.8
2026-02-07 22:59:00,9.5,78
2026-02-07 23:00:00,9.5,78.3
2026-02-07 23:01:00,9.5,78.6
2026-02-07 23:02:00,9.68,78.4
2026-02-07 23:03:00,9.68,78.3
2026-02-07 23:04:00,9.68,78.3
2026-02-07 23:05:00,9.68,78.4
2026-02-07 23:06:00,9.68,78.6
2026-02-07 23:07:00,9.68,78.8
2026-02-07 23:08:00,9.68,79
2026-02-07 23:09:00,9.68,79.2
2026-02-07 23:10:00,9.68,79.2
2026-02-07 23:11:00,9.68,79.4
2026-02-07 23:12:00,9.86,79.4
2026-02-07 23:13:00,9.86,79.3
2026-02-07 23:14:00,9.86,79.2
2026-02-07 23:15:00,9.86,78.7
2026-02-07 23:16:00,9.86,78.3
2026-02-07 23:17:00,9.86,78.1
2026-02-07 23:18:00,9.86,78.1
2026-02-07 23:19:00,9.86,78
2026-02-07 23:20:00,9.86,77.9
2026-02-07 23:21:00,9.86,78.2
2026-02-07 23:22:00,9.86,78.2
2026-02-07 23:23:00,9.86,78.1
2026-02-07 23:24:00,9.86,77.8
2026-02-07 23:25:00,9.68,77.7
2026-02-07 23:26:00,9.68,77.6
2026-02-07 23:27:00,9.68,77.9
2026-02-07 23:28:00,9.68,77.6
2026-02-07 23:29:00,9.5,77.4
2026-02-07 23:30:00,9.5,77.6
2026-02-07 23:31:00,9.5,77.9
2026-02-07 23:32:00,9.5,78.1
2026-02-07 23:33:00,9.5,77.9
2026-02-07 23:34:00,9.5,77.9
2026-02-07 23:35:00,9.5,78.2
2026-02-07 23:36:00,9.5,78.4
